# viz export: pronoun dot-panel. seed=20260707, cut=freehand, n=1000/group
# detection: patterns.has_first_person / has_second_person (same as published)
# sanity prompts: first 29.1% (pub 31.8), second 26.9% (pub 26.6), n=1000
# sanity orcas: first 1.7% (pub 2.3), second 0.6% (pub 0.8), n=1000
group,dot_id,has_first_person,has_second_person
prompts,156,0,1
prompts,157,1,0
prompts,158,0,0
prompts,159,1,1
prompts,160,0,1
prompts,161,0,1
prompts,162,0,0
prompts,163,0,0
prompts,164,1,1
prompts,165,1,0
prompts,166,0,1
prompts,167,0,0
prompts,168,0,0
prompts,169,1,0
prompts,170,0,1
prompts,171,0,0
prompts,172,0,0
prompts,173,0,0
prompts,174,0,0
prompts,175,0,0
prompts,176,1,0
prompts,177,0,0
prompts,178,0,1
prompts,179,1,0
prompts,180,0,0
prompts,181,0,0
prompts,182,0,0
prompts,183,1,0
prompts,184,0,0
prompts,185,0,0
prompts,186,0,1
prompts,187,0,0
prompts,188,1,1
prompts,189,0,0
prompts,190,0,0
prompts,191,1,0
prompts,192,1,0
prompts,193,0,0
prompts,194,0,0
prompts,195,0,0
prompts,196,0,0
prompts,197,1,1
prompts,198,0,0
prompts,199,0,0
prompts,200,0,0
prompts,201,0,0
prompts,202,0,0
prompts,203,1,1
prompts,204,1,0
prompts,205,1,0
prompts,206,1,0
prompts,207,0,0
prompts,208,0,1
prompts,209,0,1
prompts,210,1,1
prompts,211,0,1
prompts,212,0,0
prompts,213,0,0
prompts,214,0,0
prompts,215,0,1
prompts,216,1,0
prompts,217,1,0
prompts,218,0,0
prompts,219,0,0
prompts,220,0,0
prompts,221,1,1
prompts,222,1,0
prompts,223,0,0
prompts,224,0,0
prompts,225,1,0
prompts,226,1,0
prompts,227,1,1
prompts,228,0,0
prompts,229,0,1
prompts,230,0,0
prompts,231,0,0
prompts,232,1,0
prompts,233,1,0
prompts,234,0,0
prompts,235,0,0
prompts,236,1,0
prompts,237,0,1
prompts,238,0,0
prompts,239,0,0
prompts,240,1,0
prompts,241,0,0
prompts,242,0,1
prompts,243,0,0
prompts,244,0,0
prompts,245,0,0
prompts,246,0,0
prompts,247,0,0
prompts,248,1,0
prompts,249,0,0
prompts,250,1,0
prompts,251,0,0
prompts,252,0,0
prompts,253,0,0
prompts,254,0,0
prompts,255,0,0
prompts,256,1,0
prompts,257,1,0
prompts,258,1,1
prompts,259,1,1
prompts,260,0,0
prompts,261,0,0
prompts,262,1,1
prompts,263,0,0
prompts,264,0,0
prompts,265,1,0
prompts,266,0,0
prompts,267,0,0
prompts,268,1,0
prompts,269,0,0
prompts,270,0,0
prompts,271,0,0
prompts,272,0,0
prompts,273,0,1
prompts,274,0,0
prompts,275,0,0
prompts,276,0,0
prompts,277,0,0
prompts,278,0,0
prompts,279,1,1
prompts,280,1,0
prompts,281,1,0
prompts,282,0,0
prompts,283,0,0
prompts,284,0,0
prompts,285,1,1
prompts,286,0,0
prompts,287,0,0
prompts,288,0,1
prompts,289,0,0
prompts,290,0,0
prompts,291,0,0
prompts,292,0,0
prompts,293,1,1
prompts,294,0,0
prompts,295,0,0
prompts,296,0,0
prompts,297,0,0
prompts,298,1,0
prompts,299,1,0
prompts,300,0,0
prompts,301,0,0
prompts,302,0,0
prompts,303,1,0
prompts,304,0,0
prompts,305,1,1
prompts,306,0,0
prompts,307,1,0
prompts,308,1,1
prompts,309,0,0
prompts,310,0,0
prompts,311,0,0
prompts,312,1,0
prompts,313,1,0
prompts,314,1,1
prompts,315,0,0
prompts,316,0,1
prompts,317,0,1
prompts,318,0,0
prompts,319,0,1
prompts,320,0,0
prompts,321,0,0
prompts,322,0,0
prompts,323,0,0
prompts,324,0,0
prompts,325,0,0
prompts,326,0,0
prompts,327,0,0
prompts,328,1,0
prompts,329,0,1
prompts,330,0,1
prompts,331,1,1
prompts,332,0,1
prompts,333,0,0
prompts,334,1,0
prompts,335,1,0
prompts,336,0,1
prompts,337,0,0
prompts,338,0,0
prompts,339,0,0
prompts,340,0,0
prompts,341,0,0
prompts,342,1,1
prompts,343,1,1
prompts,344,0,0
prompts,345,0,0
prompts,346,0,0
prompts,347,0,0
prompts,348,0,0
prompts,349,0,0
prompts,350,1,1
prompts,351,1,0
prompts,352,0,0
prompts,353,1,0
prompts,354,0,1
prompts,355,0,1
prompts,356,0,0
prompts,357,0,0
prompts,358,1,0
prompts,359,0,0
prompts,360,0,0
prompts,361,0,0
prompts,362,1,1
prompts,363,1,1
prompts,364,0,0
prompts,365,0,0
prompts,366,0,0
prompts,367,0,0
prompts,368,0,0
prompts,369,0,0
prompts,370,0,1
prompts,371,0,1
prompts,372,0,0
prompts,373,0,0
prompts,374,0,0
prompts,375,0,0
prompts,376,0,1
prompts,377,0,0
prompts,378,0,0
prompts,379,1,1
prompts,380,0,0
prompts,381,0,0
prompts,382,0,0
prompts,383,0,0
prompts,384,0,1
prompts,385,0,0
prompts,386,1,0
prompts,387,0,0
prompts,388,0,0
prompts,389,1,1
prompts,390,0,0
prompts,391,0,1
prompts,392,0,0
prompts,393,0,0
prompts,394,0,0
prompts,395,0,0
prompts,396,0,1
prompts,397,0,1
prompts,398,0,0
prompts,399,0,1
prompts,400,0,0
prompts,401,0,0
prompts,402,1,0
prompts,403,0,0
prompts,404,0,0
prompts,405,0,0
prompts,406,0,0
prompts,407,0,0
prompts,408,0,1
prompts,409,0,0
prompts,410,1,0
prompts,411,0,0
prompts,412,0,0
prompts,413,0,0
prompts,414,1,0
prompts,415,0,0
prompts,416,0,1
prompts,417,0,0
prompts,418,0,1
prompts,419,0,1
prompts,420,0,0
prompts,421,0,0
prompts,422,0,0
prompts,423,0,0
prompts,424,0,1
prompts,425,1,0
prompts,426,0,0
prompts,427,1,0
prompts,428,0,0
prompts,429,1,0
prompts,430,0,0
prompts,431,0,1
prompts,432,0,0
prompts,433,0,0
prompts,434,0,0
prompts,435,1,0
prompts,436,0,0
prompts,437,0,0
prompts,438,0,0
prompts,439,0,0
prompts,440,0,0
prompts,441,1,0
prompts,442,0,0
prompts,443,1,1
prompts,444,0,0
prompts,445,1,1
prompts,446,0,0
prompts,447,1,1
prompts,448,1,0
prompts,449,1,0
prompts,450,0,0
prompts,451,0,1
prompts,452,0,1
prompts,453,0,0
prompts,454,0,1
prompts,455,1,1
prompts,456,0,0
prompts,457,1,0
prompts,458,0,0
prompts,459,1,0
prompts,460,0,0
prompts,461,0,0
prompts,462,0,0
prompts,463,0,0
prompts,464,0,0
prompts,465,0,0
prompts,466,0,0
prompts,467,0,0
prompts,468,1,0
prompts,469,1,0
prompts,470,1,0
prompts,471,0,0
prompts,472,0,0
prompts,473,0,0
prompts,474,0,1
prompts,475,0,1
prompts,476,1,0
prompts,477,0,1
prompts,478,0,0
prompts,479,1,1
prompts,480,0,0
prompts,481,0,1
prompts,482,0,1
prompts,483,1,1
prompts,484,0,0
prompts,485,0,1
prompts,486,1,0
prompts,487,0,0
prompts,488,0,0
prompts,489,0,0
prompts,490,1,1
prompts,491,0,0
prompts,492,1,0
prompts,493,0,0
prompts,494,0,0
prompts,495,1,1
prompts,496,0,1
prompts,497,0,0
prompts,498,1,0
prompts,499,1,0
prompts,500,0,0
prompts,501,0,0
prompts,502,0,1
prompts,503,0,0
prompts,504,0,0
prompts,505,1,1
prompts,506,1,0
prompts,507,1,1
prompts,508,0,0
prompts,509,0,0
prompts,510,0,0
prompts,511,0,0
prompts,512,1,0
prompts,513,0,1
prompts,514,0,0
prompts,515,0,0
prompts,516,0,0
prompts,517,0,0
prompts,518,0,0
prompts,519,0,0
prompts,520,1,1
prompts,521,0,1
prompts,522,0,1
prompts,523,1,1
prompts,524,1,0
prompts,525,1,1
prompts,526,1,1
prompts,527,0,1
prompts,528,0,0
prompts,529,0,1
prompts,530,0,0
prompts,531,1,0
prompts,532,0,0
prompts,533,0,0
prompts,534,0,0
prompts,535,1,1
prompts,536,1,1
prompts,537,0,0
prompts,538,1,1
prompts,539,0,0
prompts,540,1,1
prompts,541,1,1
prompts,542,1,0
prompts,543,1,1
prompts,544,1,1
prompts,545,1,1
prompts,546,0,0
prompts,547,1,0
prompts,548,0,1
prompts,549,0,1
prompts,550,0,0
prompts,551,1,1
prompts,552,0,0
prompts,553,1,1
prompts,554,0,0
prompts,555,1,1
prompts,556,0,0
prompts,557,0,1
prompts,558,0,0
prompts,559,0,1
prompts,560,1,0
prompts,561,0,0
prompts,562,0,1
prompts,563,0,0
prompts,564,0,0
prompts,565,1,1
prompts,566,0,0
prompts,567,0,1
prompts,568,0,0
prompts,569,0,0
prompts,570,0,0
prompts,571,0,0
prompts,572,0,0
prompts,573,1,0
prompts,574,0,0
prompts,575,0,0
prompts,576,0,0
prompts,577,0,0
prompts,578,0,1
prompts,579,0,1
prompts,580,0,0
prompts,581,0,0
prompts,582,1,1
prompts,583,0,0
prompts,584,0,0
prompts,585,1,1
prompts,586,0,1
prompts,587,0,0
prompts,588,0,0
prompts,589,1,0
prompts,590,1,0
prompts,591,0,0
prompts,592,1,0
prompts,593,0,0
prompts,594,0,0
prompts,595,1,0
prompts,596,0,1
prompts,597,1,1
prompts,598,0,0
prompts,599,0,0
prompts,600,1,0
prompts,601,1,0
prompts,602,0,0
prompts,603,0,0
prompts,604,1,1
prompts,605,0,0
prompts,606,0,0
prompts,607,0,0
prompts,608,0,0
prompts,609,0,1
prompts,610,0,0
prompts,611,0,0
prompts,612,0,1
prompts,613,1,0
prompts,614,0,0
prompts,615,0,1
prompts,616,0,0
prompts,617,1,1
prompts,618,0,1
prompts,619,0,0
prompts,620,0,0
prompts,621,0,0
prompts,622,0,1
prompts,623,0,0
prompts,624,0,0
prompts,625,1,1
prompts,626,1,0
prompts,627,0,0
prompts,628,0,0
prompts,629,0,0
prompts,630,0,1
prompts,631,1,0
prompts,632,0,1
prompts,633,0,0
prompts,634,1,1
prompts,635,0,0
prompts,636,0,0
prompts,637,0,0
prompts,638,1,1
prompts,639,0,0
prompts,640,1,0
prompts,641,0,0
prompts,642,0,0
prompts,643,1,0
prompts,644,0,0
prompts,645,0,0
prompts,646,0,0
prompts,647,0,0
prompts,648,0,1
prompts,649,0,0
prompts,650,0,0
prompts,651,1,0
prompts,652,0,0
prompts,653,1,1
prompts,654,0,0
prompts,655,0,0
prompts,656,0,0
prompts,657,0,0
prompts,658,0,0
prompts,659,0,0
prompts,660,0,1
prompts,661,0,0
prompts,662,0,1
prompts,663,0,0
prompts,664,0,0
prompts,665,0,0
prompts,666,0,0
prompts,667,1,1
prompts,668,0,0
prompts,669,0,1
prompts,670,0,0
prompts,671,1,1
prompts,672,0,1
prompts,673,0,0
prompts,674,0,1
prompts,675,1,0
prompts,676,1,1
prompts,677,0,0
prompts,678,0,0
prompts,679,1,0
prompts,680,0,0
prompts,681,1,0
prompts,682,0,0
prompts,683,0,0
prompts,684,0,0
prompts,685,0,0
prompts,686,0,0
prompts,687,1,1
prompts,688,0,0
prompts,689,0,0
prompts,690,1,1
prompts,691,0,0
prompts,692,1,1
prompts,693,0,0
prompts,694,1,1
prompts,695,0,0
prompts,696,0,0
prompts,697,1,0
prompts,698,1,0
prompts,699,0,0
prompts,700,0,0
prompts,701,0,0
prompts,702,1,1
prompts,703,1,0
prompts,704,1,1
prompts,705,1,0
prompts,706,0,0
prompts,707,0,0
prompts,708,1,0
prompts,709,0,1
prompts,710,1,0
prompts,711,0,1
prompts,712,0,0
prompts,713,0,0
prompts,714,0,1
prompts,715,0,1
prompts,716,0,0
prompts,717,0,1
prompts,718,1,0
prompts,719,1,0
prompts,720,0,0
prompts,721,1,0
prompts,722,1,1
prompts,723,0,0
prompts,724,0,0
prompts,725,1,0
prompts,726,0,0
prompts,727,1,0
prompts,728,1,1
prompts,729,0,0
prompts,730,0,1
prompts,731,0,0
prompts,732,1,0
prompts,733,0,1
prompts,734,0,1
prompts,735,0,0
prompts,736,1,0
prompts,737,0,1
prompts,738,1,1
prompts,739,0,0
prompts,740,1,1
prompts,741,1,0
prompts,742,0,0
prompts,743,0,1
prompts,744,1,1
prompts,745,0,0
prompts,746,0,0
prompts,747,1,1
prompts,748,0,0
prompts,749,0,0
prompts,750,0,0
prompts,751,1,1
prompts,752,1,1
prompts,753,1,0
prompts,754,0,0
prompts,755,0,0
prompts,756,1,0
prompts,757,1,0
prompts,758,0,0
prompts,759,0,0
prompts,760,0,0
prompts,761,1,1
prompts,762,1,0
prompts,763,1,1
prompts,764,1,1
prompts,765,1,1
prompts,766,0,0
prompts,767,0,0
prompts,768,0,0
prompts,769,1,1
prompts,770,0,0
prompts,771,0,0
prompts,772,0,0
prompts,773,0,1
prompts,774,0,0
prompts,775,1,0
prompts,776,0,0
prompts,777,1,1
prompts,778,1,0
prompts,779,0,0
prompts,780,0,1
prompts,781,0,0
prompts,782,0,0
prompts,783,0,0
prompts,784,0,0
prompts,785,0,0
prompts,786,0,0
prompts,787,1,1
prompts,788,1,0
prompts,789,0,0
prompts,790,0,1
prompts,791,0,0
prompts,792,1,0
prompts,793,1,1
prompts,794,1,0
prompts,795,0,1
prompts,796,0,0
prompts,797,0,0
prompts,798,0,0
prompts,799,0,0
prompts,800,0,0
prompts,801,0,0
prompts,802,0,0
prompts,803,1,0
prompts,804,0,1
prompts,805,1,0
prompts,806,0,0
prompts,807,0,1
prompts,808,0,0
prompts,809,0,0
prompts,810,1,0
prompts,811,0,0
prompts,812,0,0
prompts,813,1,0
prompts,814,0,0
prompts,815,0,0
prompts,816,0,0
prompts,817,0,0
prompts,818,0,0
prompts,819,0,0
prompts,820,0,0
prompts,821,0,0
prompts,822,0,0
prompts,823,0,0
prompts,824,0,0
prompts,825,0,0
prompts,826,0,0
prompts,827,1,1
prompts,828,0,0
prompts,829,1,0
prompts,830,0,0
prompts,831,1,1
prompts,832,0,0
prompts,833,1,0
prompts,834,0,0
prompts,835,1,0
prompts,836,0,0
prompts,837,1,0
prompts,838,0,1
prompts,839,0,0
prompts,840,0,1
prompts,841,0,0
prompts,842,0,0
prompts,843,1,0
prompts,844,0,0
prompts,845,0,1
prompts,846,0,0
prompts,847,1,1
prompts,848,0,0
prompts,849,0,0
prompts,850,0,0
prompts,851,0,1
prompts,852,0,0
prompts,853,0,0
prompts,854,0,0
prompts,855,0,0
prompts,856,1,1
prompts,857,1,0
prompts,858,0,1
prompts,859,0,1
prompts,860,0,0
prompts,861,0,1
prompts,862,0,0
prompts,863,0,1
prompts,864,0,0
prompts,865,0,1
prompts,866,0,0
prompts,867,0,0
prompts,868,0,0
prompts,869,1,0
prompts,870,0,1
prompts,871,0,0
prompts,872,0,1
prompts,873,1,0
prompts,874,0,0
prompts,875,0,0
prompts,876,1,0
prompts,877,0,0
prompts,878,1,1
prompts,879,1,0
prompts,880,1,0
prompts,881,1,1
prompts,882,1,0
prompts,883,0,0
prompts,884,0,0
prompts,885,1,0
prompts,886,0,1
prompts,887,1,0
prompts,888,0,0
prompts,889,0,0
prompts,890,1,1
prompts,891,0,0
prompts,892,0,1
prompts,893,0,1
prompts,894,0,0
prompts,895,0,0
prompts,896,0,0
prompts,897,0,0
prompts,898,0,1
prompts,899,1,0
prompts,900,0,0
prompts,901,0,0
prompts,902,0,0
prompts,903,0,0
prompts,904,0,0
prompts,905,0,0
prompts,906,0,0
prompts,907,0,0
prompts,908,0,0
prompts,909,1,0
prompts,910,0,1
prompts,911,1,0
prompts,912,0,0
prompts,913,0,0
prompts,914,0,1
prompts,915,1,0
prompts,916,0,0
prompts,917,0,0
prompts,918,0,0
prompts,919,0,1
prompts,920,1,0
prompts,921,0,0
prompts,922,0,0
prompts,923,0,0
prompts,924,0,0
prompts,925,0,0
prompts,926,0,0
prompts,927,0,0
prompts,928,1,1
prompts,929,1,1
prompts,930,1,0
prompts,931,1,0
prompts,932,0,1
prompts,933,0,1
prompts,934,0,0
prompts,935,1,0
prompts,936,0,1
prompts,937,0,0
prompts,938,1,1
prompts,939,0,0
prompts,940,0,1
prompts,941,0,0
prompts,942,0,0
prompts,943,1,1
prompts,944,1,0
prompts,945,0,0
prompts,946,1,0
prompts,947,1,0
prompts,948,1,0
prompts,949,0,0
prompts,950,1,0
prompts,951,0,0
prompts,952,0,0
prompts,953,1,0
prompts,954,0,0
prompts,955,1,0
prompts,956,0,1
prompts,957,0,0
prompts,958,0,0
prompts,959,1,0
prompts,960,0,0
prompts,961,0,0
prompts,962,1,0
prompts,963,0,0
prompts,964,0,0
prompts,965,1,0
prompts,966,0,0
prompts,967,1,0
prompts,968,0,0
prompts,969,0,0
prompts,970,0,0
prompts,971,0,1
prompts,972,0,0
prompts,973,1,1
prompts,974,0,0
prompts,975,0,1
prompts,976,0,1
prompts,977,0,0
prompts,978,1,0
prompts,979,0,0
prompts,980,0,0
prompts,981,1,0
prompts,982,0,0
prompts,983,0,1
prompts,984,0,0
prompts,985,0,0
prompts,986,1,0
prompts,987,0,0
prompts,988,0,0
prompts,989,0,0
prompts,990,0,0
prompts,991,0,0
prompts,992,0,0
prompts,993,1,0
prompts,994,0,0
prompts,995,0,0
prompts,996,0,0
prompts,997,0,1
prompts,998,1,0
prompts,999,0,0
orcas,0,0,0
orcas,1,0,0
orcas,2,0,0
orcas,3,0,0
orcas,4,0,0
orcas,5,0,0
orcas,6,0,0
orcas,7,0,0
orcas,8,0,0
orcas,9,0,0
orcas,10,0,0
orcas,11,0,0
orcas,12,0,0
orcas,13,0,0
orcas,14,0,0
orcas,15,0,0
orcas,16,0,0
orcas,17,0,0
orcas,18,0,0
orcas,19,0,0
orcas,20,0,0
orcas,21,0,0
orcas,22,0,0
orcas,23,0,0
orcas,24,0,0
orcas,25,0,0
orcas,26,0,0
orcas,27,0,0
orcas,28,0,0
orcas,29,0,0
orcas,30,0,0
orcas,31,0,0
orcas,32,0,0
orcas,33,0,0
orcas,34,0,0
orcas,35,0,0
orcas,36,0,0
orcas,37,0,0
orcas,38,0,0
orcas,39,0,0
orcas,40,0,0
orcas,41,0,0
orcas,42,0,0
orcas,43,0,0
orcas,44,0,0
orcas,45,0,0
orcas,46,0,0
orcas,47,0,0
orcas,48,0,0
orcas,49,0,0
orcas,50,0,0
orcas,51,1,0
orcas,52,0,0
orcas,53,0,0
orcas,54,0,0
orcas,55,0,0
orcas,56,0,0
orcas,57,0,0
orcas,58,0,0
orcas,59,0,0
orcas,60,0,0
orcas,61,0,0
orcas,62,0,0
orcas,63,0,0
orcas,64,0,0
orcas,65,0,0
orcas,66,0,0
orcas,67,0,0
orcas,68,0,0
orcas,69,0,0
orcas,70,0,0
orcas,71,0,0
orcas,72,0,0
orcas,73,0,0
orcas,74,0,0
orcas,75,0,0
orcas,76,0,0
orcas,77,0,0
orcas,78,0,0
orcas,79,0,0
orcas,80,0,0
orcas,81,1,0
orcas,82,0,0
orcas,83,0,0
orcas,84,0,0
orcas,85,0,0
orcas,86,0,0
orcas,87,0,0
orcas,88,0,0
orcas,89,0,0
orcas,90,0,0
orcas,91,1,0
orcas,92,0,0
orcas,93,0,0
orcas,94,0,0
orcas,95,0,0
orcas,96,0,0
orcas,97,0,0
orcas,98,0,0
orcas,99,0,0
orcas,100,0,0
orcas,101,0,0
orcas,102,0,0
orcas,103,0,0
orcas,104,0,0
orcas,105,0,0
orcas,106,0,0
orcas,107,0,0
orcas,108,0,0
orcas,109,0,0
orcas,110,0,0
orcas,111,0,0
orcas,112,0,0
orcas,113,0,0
orcas,114,0,0
orcas,115,0,0
orcas,116,0,0
orcas,117,0,0
orcas,118,0,0
orcas,119,0,0
orcas,120,0,0
orcas,121,0,0
orcas,122,0,0
orcas,123,0,0
orcas,124,0,0
orcas,125,0,0
orcas,126,0,0
orcas,127,0,0
orcas,128,0,0
orcas,129,0,0
orcas,130,0,0
orcas,131,0,0
orcas,132,0,0
orcas,133,0,0
orcas,134,0,0
orcas,135,0,0
orcas,136,0,0
orcas,137,0,0
orcas,138,0,0
orcas,139,0,0
orcas,140,0,0
orcas,141,0,0
orcas,142,0,0
orcas,143,0,0
orcas,144,0,0
orcas,145,0,0
orcas,146,0,0
orcas,147,0,0
orcas,148,0,0
orcas,149,0,0
orcas,150,0,0
orcas,151,0,0
orcas,152,0,0
orcas,153,0,0
orcas,154,0,0
orcas,155,0,0
orcas,156,0,0
orcas,157,0,0
orcas,158,0,0
orcas,159,1,0
orcas,160,0,0
orcas,161,0,0
orcas,162,0,0
orcas,163,0,0
orcas,164,0,0
orcas,165,0,0
orcas,166,0,0
orcas,167,0,0
orcas,168,0,0
orcas,169,0,0
orcas,170,0,0
orcas,171,0,0
orcas,172,0,0
orcas,173,0,0
orcas,174,0,0
orcas,175,0,0
orcas,176,0,0
orcas,177,0,0
orcas,178,0,0
orcas,179,0,0
orcas,180,0,0
orcas,181,0,0
orcas,182,0,0
orcas,183,0,0
orcas,184,0,0
orcas,185,0,0
orcas,186,0,0
orcas,187,0,0
orcas,188,0,0
orcas,189,0,0
orcas,190,0,0
orcas,191,0,0
orcas,192,0,0
orcas,193,0,0
orcas,194,0,0
orcas,195,0,0
orcas,196,0,0
orcas,197,0,0
orcas,198,0,0
orcas,199,0,0
orcas,200,0,0
orcas,201,0,0
orcas,202,0,0
orcas,203,0,0
orcas,204,0,0
orcas,205,0,0
orcas,206,0,0
orcas,207,0,0
orcas,208,0,0
orcas,209,0,0
orcas,210,0,0
orcas,211,0,0
orcas,212,0,0
orcas,213,0,0
orcas,214,0,0
orcas,215,0,0
orcas,216,0,0
orcas,217,0,0
orcas,218,0,0
orcas,219,0,0
orcas,220,0,0
orcas,221,0,0
orcas,222,0,0
orcas,223,1,0
orcas,224,0,0
orcas,225,0,0
orcas,226,0,0
orcas,227,0,0
orcas,228,0,0
orcas,229,0,0
orcas,230,0,0
orcas,231,0,0
orcas,232,0,0
orcas,233,0,0
orcas,234,0,0
orcas,235,0,0
orcas,236,0,0
orcas,237,0,0
orcas,238,0,0
orcas,239,0,0
orcas,240,0,0
orcas,241,0,0
orcas,242,0,0
orcas,243,0,0
orcas,244,0,0
orcas,245,0,0
orcas,246,0,0
orcas,247,0,0
orcas,248,0,0
orcas,249,0,0
orcas,250,0,0
orcas,251,0,0
orcas,252,0,0
orcas,253,0,0
orcas,254,0,0
orcas,255,0,0
orcas,256,0,0
orcas,257,0,0
orcas,258,0,0
orcas,259,0,0
orcas,260,0,0
orcas,261,0,0
orcas,262,0,0
orcas,263,0,0
orcas,264,0,0
orcas,265,0,0
orcas,266,0,0
orcas,267,0,0
orcas,268,0,0
orcas,269,0,0
orcas,270,0,0
orcas,271,0,0
orcas,272,0,0
orcas,273,0,0
orcas,274,0,0
orcas,275,0,0
orcas,276,0,0
orcas,277,0,0
orcas,278,0,0
orcas,279,0,0
orcas,280,0,0
orcas,281,0,0
orcas,282,0,0
orcas,283,0,0
orcas,284,0,0
orcas,285,0,0
orcas,286,0,0
orcas,287,0,0
orcas,288,0,0
orcas,289,0,0
orcas,290,0,0
orcas,291,0,0
orcas,292,0,0
orcas,293,0,0
orcas,294,0,0
orcas,295,0,0
orcas,296,0,0
orcas,297,0,0
orcas,298,0,0
orcas,299,0,0
orcas,300,0,0
orcas,301,0,0
orcas,302,0,0
orcas,303,0,0
orcas,304,0,0
orcas,305,0,0
orcas,306,0,0
orcas,307,0,0
orcas,308,0,0
orcas,309,0,0
orcas,310,0,0
orcas,311,0,0
orcas,312,0,0
orcas,313,0,0
orcas,314,0,0
orcas,315,0,0
orcas,316,0,0
orcas,317,0,0
orcas,318,0,0
orcas,319,0,0
orcas,320,0,0
orcas,321,0,0
orcas,322,0,0
orcas,323,0,0
orcas,324,0,0
orcas,325,0,0
orcas,326,0,0
orcas,327,0,0
orcas,328,0,0
orcas,329,1,0
orcas,330,0,0
orcas,331,0,0
orcas,332,0,0
orcas,333,0,1
orcas,334,0,0
orcas,335,0,0
orcas,336,0,0
orcas,337,0,0
orcas,338,0,0
orcas,339,0,0
orcas,340,0,0
orcas,341,0,0
orcas,342,0,0
orcas,343,0,0
orcas,344,0,0
orcas,345,0,0
orcas,346,0,0
orcas,347,0,0
orcas,348,0,0
orcas,349,0,0
orcas,350,0,0
orcas,351,0,0
orcas,352,0,0
orcas,353,0,0
orcas,354,0,0
orcas,355,0,0
orcas,356,0,0
orcas,357,0,0
orcas,358,0,0
orcas,359,0,0
orcas,360,0,0
orcas,361,0,0
orcas,362,0,0
orcas,363,0,0
orcas,364,0,0
orcas,365,0,0
orcas,366,0,0
